paragraph_index,original_iast,aksharamukha_output,sanscript_output
270,"(15) [bhā.pu. 2.9.14] dadarśeti | tatra loka iti prāktanānāṁ yac-chabdānāṁ viśeṣyam | akhila-sātvatāṁ sarveṣāṁ sātvatānāṁ yādava-vīrāṇāṁ patiḥ, ","(१५) [भा.पु. २.९.१४] ददर्शेति । तत्र लोक इति प्राक्तनानां यच्छब्दानां विशेष्यम् । अखिलसात्वतां सर्वेषां सात्वतानां यादववीराणां पतिः, ","(१५) [भा.पु. २.९.१४] ददर्शेति । तत्र लोक इति प्राक्तनानाꣳ यच्छब्दानाꣳ विशेष्यम् । अखिलसात्वताꣳ सर्वेषाꣳ सात्वतानाꣳ यादववीराणाꣳ पतिः, "
272,dhiyāṁ patir loka-patir dharāpatiḥ |,धियां पतिर् लोकपतिर् धरापतिः ।,धियाꣳ पतिर् लोकपतिर् धरापतिः ।
273,patir gatiś cāndhaka-vṛṣṇi-sātvatāṁ ,पतिर् गतिश् चान्धकवृष्णिसात्वतां ,पतिर् गतिश् चान्धकवृष्णिसात्वताꣳ 
274,prasīdatāṁ me bhagavan satāṁ patiḥ || [bhā.pu. 2.4.20] ity etad vākya-saṁvāditvāt | ,प्रसीदतां मे भगवन् सतां पतिः ॥ [भा.पु. २.४.२०] इत्य् एतद् वाक्यसंवादित्वात् । ,प्रसीदताꣳ मे भगवन् सताꣳ पतिः ॥ [भा.पु. २.४.२०] इत्य् एतद् वाक्यसꣳवादित्वात् । 
275,śrī-bhāgavata-mate śrī-kṛṣṇasyaiva svayaṁ-bhagavattvena pratipādayiṣyamānatvāt | tac caitad anantaraṁ brahmaṇe catuḥślokī-rūpaṁ bhāgavataṁ śrī-bhagavatopadiṣṭam | tatra ca—,श्रीभागवतमते श्रीकृष्णस्यैव स्वयंभगवत्त्वेन प्रतिपादयिष्यमानत्वात् । तच् चैतद् अनन्तरं ब्रह्मणे चतुःश्लोकीरूपं भागवतं श्रीभगवतोपदिष्टम् । तत्र च—,श्रीभागवतमते श्रीकृष्णस्यैव स्वयꣳभगवत्त्वेन प्रतिपादयिष्यमानत्वात् । तच् चैतद् अनन्तरꣳ ब्रह्मणे चतुःश्लोकीरूपꣳ भागवतꣳ श्रीभगवतोपदिष्टम् । तत्र च—
278,jñānaṁ paraṁ man-mahimāvabhāsaṁ,ज्ञानं परं मन्महिमावभासं,ज्ञानꣳ परꣳ मन्महिमावभासꣳ
279,yat sūrayo bhāgavataṁ vadanti || [bhā.pu. 3.4.13]  ,यत् सूरयो भागवतं वदन्ति ॥ [भा.पु. ३.४.१३]  ,यत् सूरयो भागवतꣳ वदन्ति ॥ [भा.पु. ३.४.१३]  
280,"iti tṛtīye uddhavaṁ prati śrī-kṛṣṇa-vākyānusāreṇa,","इति तृतीये उद्धवं प्रति श्रीकृष्णवाक्यानुसारेण,","इति तृतीये उद्धवꣳ प्रति श्रीकृष्णवाक्यानुसारेण,"
281,yo brahmāṇaṁ vidadhāti pūrvaṁ,यो ब्रह्माणं विदधाति पूर्वं,यो ब्रह्माणꣳ विदधाति पूर्वꣳ
283,taṁ ha devam ātma-buddhi-prakāśaṁ,तं ह देवम् आत्मबुद्धिप्रकाशं,तꣳ ह देवम् आत्मबुद्धिप्रकाशꣳ
284,mumukṣur vai śaraṇam amuṁ vrajet || [go.tā.u. 1.22] ,मुमुक्षुर् वै शरणम् अमुं व्रजेत् ॥ [गो.ता.उ. १.२२] ,मुमुक्षुर् वै शरणम् अमुꣳ व्रजेत् ॥ [गो.ता.उ. १.२२] 
285,"iti śrī-gopāla-tāpany-anusāreṇa ca tasmai vopadeṣṭṛtva-śruteḥ, tad u hovāca brāhmaṇo'sāv anavarataṁ me dhyātaḥ stutaḥ parārdhānte so’budhyata gopa-veśo me purastād āvirbabhūva [go.tā.u. 1.25] iti śrī-gopāla-tāpany-anusāreṇaiva kvacit kalpe śrī-gopāla-rūpeṇa ca sṛṣṭy-ādāv ittham eva brahmaṇe darśita-nija-rūpatvāt, tad-dhāmno mahā-vaikuṇṭhatvena śrī-kṛṣṇa-sandarbhe sādhayiṣyamāṇatvāc ca |","इति श्रीगोपालतापन्यनुसारेण च तस्मै वोपदेष्टृत्वश्रुतेः, तद् उ होवाच ब्राह्मणोऽसाव् अनवरतं मे ध्यातः स्तुतः परार्धान्ते सोऽबुध्यत गोपवेशो मे पुरस्ताद् आविर्बभूव [गो.ता.उ. १.२५] इति श्रीगोपालतापन्यनुसारेणैव क्वचित् कल्पे श्रीगोपालरूपेण च सृष्ट्यादाव् इत्थम् एव ब्रह्मणे दर्शितनिजरूपत्वात्, तद्धाम्नो महावैकुण्ठत्वेन श्रीकृष्णसन्दर्भे साधयिष्यमाणत्वाच् च ।","इति श्रीगोपालतापन्यनुसारेण च तस्मै वोपदेष्टृत्वश्रुतेः, तद् उ होवाच ब्राह्मणोऽसाव् अनवरतꣳ मे ध्यातः स्तुतः परार्धान्ते सोऽबुध्यत गोपवेशो मे पुरस्ताद् आविर्बभूव [गो.ता.उ. १.२५] इति श्रीगोपालतापन्यनुसारेणैव क्वचित् कल्पे श्रीगोपालरूपेण च सृष्ट्यादाव् इत्थम् एव ब्रह्मणे दर्शितनिजरूपत्वात्, तद्धाम्नो महावैकुण्ठत्वेन श्रीकृष्णसन्दर्भे साधयिष्यमाणत्वाच् च ।"
286,dvārakāyāṁ prākaṭyāvasare śruta-sunanda-nandādi-sāhacaryeṇa śrī-prabalādayo’pi jñeyāḥ | yathoktaṁ prathame—sunanda-nanda-śīrṣaṇyā ye cānye sātvata-rṣabhā [bhā.pu. 1.14.32] iti | ,द्वारकायां प्राकट्यावसरे श्रुतसुनन्दनन्दादिसाहचर्येण श्रीप्रबलादयोऽपि ज्ञेयाः । यथोक्तं प्रथमे—सुनन्दनन्दशीर्षण्या ये चान्ये सात्वतर्षभा [भा.पु. १.१४.३२] इति । ,द्वारकायाꣳ प्राकट्यावसरे श्रुतसुनन्दनन्दादिसाहचर्येण श्रीप्रबलादयोऽपि ज्ञेयाः । यथोक्तꣳ प्रथमे—सुनन्दनन्दशीर्षण्या ये चान्ये सात्वतर्षभा [भा.पु. १.१४.३२] इति । 
288,(16) [bhā.pu. 2.9.16] bhṛtya-prasāda iti | dṛg evāsava iva draṣṭṝṇāṁ mada-karī yasya tam | śriyā vakṣo-vāma-bhāge svarṇa-rekhākārayā | ,(१६) [भा.पु. २.९.१६] भृत्यप्रसाद इति । दृग् एवासव इव द्रष्टॄणां मदकरी यस्य तम् । श्रिया वक्षोवामभागे स्वर्णरेखाकारया । ,(१६) [भा.पु. २.९.१६] भृत्यप्रसाद इति । दृग् एवासव इव द्रष्टॄणाꣳ मदकरी यस्य तम् । श्रिया वक्षोवामभागे स्वर्णरेखाकारया । 
291,ṛg-yajuḥ-sāmātharvāṇa-rūpair nityaṁ vṛtaṁ kramāt || [pa.pu. 6.228.21] iti | ,ऋग्यजुःसामाथर्वाणरूपैर् नित्यं वृतं क्रमात् ॥ [प.पु. ६.२२८.२१] इति । ,ऋग्यजुःसामाथर्वाणरूपैर् नित्यꣳ वृतꣳ क्रमात् ॥ [प.पु. ६.२२८.२१] इति । 
294,vāruṇyāṁ jaya-vijayau saumye dhātṛ-vidhātarau ||,वारुण्यां जयविजयौ सौम्ये धातृविधातरौ ॥,वारुण्याꣳ जयविजयौ सौम्ये धातृविधातरौ ॥
300,chandāṁsi sarva-mantrāś ca pīṭha-rūpatvam āsthitā || [pa.pu. 6.228.24] iti ||,छन्दांसि सर्वमन्त्राश् च पीठरूपत्वम् आस्थिता ॥ [प.पु. ६.२२८.२४] इति ॥,छन्दाꣳसि सर्वमन्त्राश् च पीठरूपत्वम् आस्थिता ॥ [प.पु. ६.२२८.२४] इति ॥
302,"yadyapy uttara-khaṇḍa-vacanaṁ tat parama-vyoma-paraṁ, tathāpi tat-sādṛśyāgamādi-prasiddheś ca śrī-kṛṣṇa-yoga-pīṭham api ca tadvaj jñeyam | ","यद्यप्य् उत्तरखण्डवचनं तत् परमव्योमपरं, तथापि तत्सादृश्यागमादिप्रसिद्धेश् च श्रीकृष्णयोगपीठम् अपि च तद्वज् ज्ञेयम् । ","यद्यप्य् उत्तरखण्डवचनꣳ तत् परमव्योमपरꣳ, तथापि तत्सादृश्यागमादिप्रसिद्धेश् च श्रीकृष्णयोगपीठम् अपि च तद्वज् ज्ञेयम् । "
304,"svaiḥ [bhagaiḥ] svarūpa-bhūtair aiśvaryādibhir yuktam | itaratra yogiṣu adhruvaiḥ prāptair ity arthaḥ | sve sva-svarūpa eva, dhāmani śrī-vaikuṇṭhe ramamāṇaṁ ata eveśvaram, katham api parādhīna-siddhatvābhāvāt |","स्वैः [भगैः] स्वरूपभूतैर् ऐश्वर्यादिभिर् युक्तम् । इतरत्र योगिषु अध्रुवैः प्राप्तैर् इत्य् अर्थः । स्वे स्वस्वरूप एव, धामनि श्रीवैकुण्ठे रममाणं अत एवेश्वरम्, कथम् अपि पराधीनसिद्धत्वाभावात् ।","स्वैः [भगैः] स्वरूपभूतैर् ऐश्वर्यादिभिर् युक्तम् । इतरत्र योगिषु अध्रुवैः प्राप्तैर् इत्य् अर्थः । स्वे स्वस्वरूप एव, धामनि श्रीवैकुण्ठे रममाणꣳ अत एवेश्वरम्, कथम् अपि पराधीनसिद्धत्वाभावात् ।"
306,(18) [bhā.pu. 2.9.17] tad-darśana iti | yat padāmbujaṁ pāramahaṁsyena pathādhigamyata iti saccidānanda-ghanatvaṁ tasya vyanakti | ,(१८) [भा.पु. २.९.१७] तद्दर्शन इति । यत् पदाम्बुजं पारमहंस्येन पथाधिगम्यत इति सच्चिदानन्दघनत्वं तस्य व्यनक्ति । ,(१८) [भा.पु. २.९.१७] तद्दर्शन इति । यत् पदाम्बुजꣳ पारमहꣳस्येन पथाधिगम्यत इति सच्चिदानन्दघनत्वꣳ तस्य व्यनक्ति । 
307,(19) taṁ prīyamāṇam iti taṁ brahmāṇaṁ bhagavān babhāṣe | prajā-visarge kārye nijasya svāṁśa-bhūtasya puruṣasya śāsane’rhaṇaṁ yogyam |,(१९) तं प्रीयमाणम् इति तं ब्रह्माणं भगवान् बभाषे । प्रजाविसर्गे कार्ये निजस्य स्वांशभूतस्य पुरुषस्य शासनेऽर्हणं योग्यम् ।,(१९) तꣳ प्रीयमाणम् इति तꣳ ब्रह्माणꣳ भगवान् बभाषे । प्रजाविसर्गे कार्ये निजस्य स्वाꣳशभूतस्य पुरुषस्य शासनेऽर्हणꣳ योग्यम् ।
308,"nanv asau puruṣa eva tam anugṛhṇātu, śrī-bhagavatas tu parāvasthatvāt tena prākṛta-sṛṣṭi-kartrā sambandho’pi na sambandha ity āśaṅkya tasya bhakta-vātsalyātiśaya evāyam ity āha—priyaṁ tasmin premavantam | yataḥ so’pi priyaḥ prema-vaśaḥ | tatrāpi prīyamāṇām iti prīta-manā iti ca viśeṣaṇaṁ tadānīṁ premollāsātiśaya-dyotakam | taṁ prati bhagavat-prīti-cihna-darśanena tasyāpi tatra prīty-atiśayaṁ vyañjayati—īṣat-smita-rociṣā girā iti, kare spṛśan iti ca | ","नन्व् असौ पुरुष एव तम् अनुगृह्णातु, श्रीभगवतस् तु परावस्थत्वात् तेन प्राकृतसृष्टिकर्त्रा सम्बन्धोऽपि न सम्बन्ध इत्य् आशङ्क्य तस्य भक्तवात्सल्यातिशय एवायम् इत्य् आह—प्रियं तस्मिन् प्रेमवन्तम् । यतः सोऽपि प्रियः प्रेमवशः । तत्रापि प्रीयमाणाम् इति प्रीतमना इति च विशेषणं तदानीं प्रेमोल्लासातिशयद्योतकम् । तं प्रति भगवत्प्रीतिचिह्नदर्शनेन तस्यापि तत्र प्रीत्यतिशयं व्यञ्जयति—ईषत्स्मितरोचिषा गिरा इति, करे स्पृशन् इति च । ","नन्व् असौ पुरुष एव तम् अनुगृह्णातु, श्रीभगवतस् तु परावस्थत्वात् तेन प्राकृतसृष्टिकर्त्रा सम्बन्धोऽपि न सम्बन्ध इत्य् आशङ्क्य तस्य भक्तवात्सल्यातिशय एवायम् इत्य् आह—प्रियꣳ तस्मिन् प्रेमवन्तम् । यतः सोऽपि प्रियः प्रेमवशः । तत्रापि प्रीयमाणाम् इति प्रीतमना इति च विशेषणꣳ तदानीꣳ प्रेमोल्लासातिशयद्योतकम् । तꣳ प्रति भगवत्प्रीतिचिह्नदर्शनेन तस्यापि तत्र प्रीत्यतिशयꣳ व्यञ्जयति—ईषत्स्मितरोचिषा गिरा इति, करे स्पृशन् इति च । "
309,asya śrī-kṛṣṇopāsakatvaṁ śrī-gopāla-tāpanī-vākyena darśitam | tathā ca brahma-saṁhitāyāṁ [5.22-5]—,अस्य श्रीकृष्णोपासकत्वं श्रीगोपालतापनीवाक्येन दर्शितम् । तथा च ब्रह्मसंहितायां [५.२२-५]—,अस्य श्रीकृष्णोपासकत्वꣳ श्रीगोपालतापनीवाक्येन दर्शितम् । तथा च ब्रह्मसꣳहितायाꣳ [५.२२-५]—
311,sa jāto bhagavac-chaktyā tat-kālaṁ kila coditaḥ ||,स जातो भगवच्छक्त्या तत्कालं किल चोदितः ॥,स जातो भगवच्छक्त्या तत्कालꣳ किल चोदितः ॥
312,sisṛkṣāyāṁ matiṁ cakre pūrva-saṁskāra-saṁskṛtām |,सिसृक्षायां मतिं चक्रे पूर्वसंस्कारसंस्कृताम् ।,सिसृक्षायाꣳ मतिꣳ चक्रे पूर्वसꣳस्कारसꣳस्कृताम् ।
313,dadarśa kevalaṁ dhvāntaṁ nānyat kim api sarvataḥ ||,ददर्श केवलं ध्वान्तं नान्यत् किम् अपि सर्वतः ॥,ददर्श केवलꣳ ध्वान्तꣳ नान्यत् किम् अपि सर्वतः ॥
316,vallabhāya priyā vahner ayaṁ te dāsyati priyam |,वल्लभाय प्रिया वह्नेर् अयं ते दास्यति प्रियम् ।,वल्लभाय प्रिया वह्नेर् अयꣳ ते दास्यति प्रियम् ।
317,tapa tvaṁ tapa etena tava siddhir bhaviṣyati ||,तप त्वं तप एतेन तव सिद्धिर् भविष्यति ॥,तप त्वꣳ तप एतेन तव सिद्धिर् भविष्यति ॥
318,atha tepe sa suciraṁ prīṇan govindam avyayam || ity ādi || ,अथ तेपे स सुचिरं प्रीणन् गोविन्दम् अव्ययम् ॥ इत्य् आदि ॥ ,अथ तेपे स सुचिरꣳ प्रीणन् गोविन्दम् अव्ययम् ॥ इत्य् आदि ॥ 
